FID IID
1452282 1452282
1453626 1453626
1454253 1454253
1454888 1454888
1455012 1455012
1455154 1455154
1455475 1455475
1455670 1455670
1457067 1457067
1457351 1457351
1459318 1459318
1459347 1459347
1459479 1459479
1459516 1459516
1460093 1460093
1460321 1460321
1460940 1460940
1461844 1461844
1462039 1462039
1462146 1462146
1464148 1464148
1464313 1464313
1464399 1464399
1464802 1464802
1464884 1464884
1465545 1465545
1465605 1465605
1466282 1466282
1469462 1469462
1470128 1470128
1470827 1470827
1470865 1470865
1471637 1471637
1471866 1471866
1473273 1473273
1473686 1473686
1474449 1474449
1474488 1474488
1474856 1474856
1475357 1475357
1475947 1475947
1476001 1476001
1476166 1476166
1476420 1476420
1476822 1476822
1477189 1477189
1477301 1477301
1477662 1477662
1478398 1478398
1478596 1478596
1479898 1479898
1479974 1479974
1480686 1480686
1481967 1481967
1482245 1482245
1483444 1483444
1483991 1483991
1484462 1484462
1485093 1485093
1485891 1485891
1486255 1486255
1486293 1486293
1488451 1488451
1489356 1489356
1489403 1489403
1489532 1489532
1489816 1489816
1490525 1490525
1490987 1490987
1492869 1492869
1493785 1493785
1493913 1493913
1495488 1495488
1496291 1496291
1496308 1496308
1496622 1496622
1496933 1496933
1497101 1497101
1498001 1498001
1499033 1499033
1499169 1499169
1499438 1499438
1499467 1499467
1500346 1500346
1501637 1501637
1501788 1501788
1502333 1502333
1504028 1504028
1504353 1504353
1505287 1505287
1505527 1505527
1506123 1506123
1506878 1506878
1507205 1507205
1508626 1508626
1509158 1509158
1509345 1509345
1509785 1509785
1510884 1510884
1511094 1511094
1511422 1511422
1512080 1512080
1512687 1512687
1514312 1514312
1514377 1514377
1515362 1515362
1515667 1515667
1516283 1516283
1516648 1516648
1517583 1517583
1517967 1517967
1519050 1519050
1519220 1519220
1521457 1521457
1523697 1523697
1524161 1524161
1526649 1526649
1527566 1527566
1527707 1527707
1528572 1528572
1528712 1528712
1530203 1530203
1533035 1533035
1533139 1533139
1533844 1533844
1535346 1535346
1535764 1535764
1536426 1536426
1536730 1536730
1536792 1536792
1537192 1537192
1537398 1537398
1538960 1538960
1539329 1539329
1540833 1540833
1541126 1541126
1541163 1541163
1541546 1541546
1541785 1541785
1542486 1542486
1542701 1542701
1543271 1543271
1543432 1543432
1544539 1544539
1544586 1544586
1545518 1545518
1545585 1545585
1545778 1545778
1545931 1545931
1546752 1546752
1547474 1547474
1547814 1547814
1549399 1549399
1549662 1549662
1550247 1550247
1550285 1550285
1551189 1551189
1551243 1551243
1552017 1552017
1553282 1553282
1553692 1553692
1553877 1553877
1553967 1553967
1553974 1553974
1554466 1554466
1555003 1555003
1557156 1557156
1557664 1557664
1558226 1558226
1558365 1558365
1558628 1558628
1559548 1559548
1559682 1559682
1560554 1560554
1560673 1560673
1561555 1561555
1563189 1563189
1563380 1563380
1566072 1566072
1566658 1566658
1567064 1567064
1567178 1567178
1567567 1567567
1568710 1568710
1568807 1568807
1570333 1570333
1570930 1570930
1571557 1571557
1572134 1572134
1573772 1573772
1574580 1574580
1575367 1575367
1575380 1575380
1575399 1575399
1576138 1576138
1576961 1576961
1577331 1577331
1577893 1577893
1578391 1578391
1580001 1580001
1581127 1581127
1581562 1581562
1582239 1582239
1582410 1582410
1584363 1584363
1584729 1584729
1584859 1584859
1585762 1585762
1589527 1589527
1590341 1590341
1591683 1591683
1592334 1592334
1592387 1592387
1593048 1593048
1594202 1594202
1596100 1596100
1596399 1596399
1598214 1598214
1599022 1599022
1599293 1599293
1599494 1599494
1600876 1600876
1602077 1602077
1602629 1602629
1602792 1602792
1604006 1604006
1604544 1604544
1604853 1604853
1604909 1604909
1605066 1605066
1605784 1605784
1606665 1606665
1606720 1606720
1608990 1608990
1609001 1609001
1610076 1610076
1610118 1610118
1610254 1610254
1610557 1610557
1611044 1611044
1611774 1611774
1611920 1611920
