FID IID
5271695 5271695
5273862 5273862
5274118 5274118
5278722 5278722
5280156 5280156
5281002 5281002
5283670 5283670
5285852 5285852
5285887 5285887
5286022 5286022
5289239 5289239
5290160 5290160
5290840 5290840
5291124 5291124
5291829 5291829
5291837 5291837
5297381 5297381
5297716 5297716
5298550 5298550
5299975 5299975
5301951 5301951
5303588 5303588
5304117 5304117
5305288 5305288
5312877 5312877
5317108 5317108
5317140 5317140
5321233 5321233
5325331 5325331
5326420 5326420
5342040 5342040
5342820 5342820
5347658 5347658
5347940 5347940
5353539 5353539
5355997 5355997
5359810 5359810
5361783 5361783
5363465 5363465
5367734 5367734
5367951 5367951
5369269 5369269
5371298 5371298
5386402 5386402
5386547 5386547
5393270 5393270
5393309 5393309
5394915 5394915
5395819 5395819
5397417 5397417
5398701 5398701
5399991 5399991
5401354 5401354
5402246 5402246
5405232 5405232
5406201 5406201
5409227 5409227
5410641 5410641
5420914 5420914
5423586 5423586
5426288 5426288
5426478 5426478
5427780 5427780
5436786 5436786
5436830 5436830
5437078 5437078
5437570 5437570
5438039 5438039
5438490 5438490
5442539 5442539
5443682 5443682
5447886 5447886
5448090 5448090
5449220 5449220
5455549 5455549
5459070 5459070
5461839 5461839
5463361 5463361
5464550 5464550
5466139 5466139
5469647 5469647
5469685 5469685
5478818 5478818
5479988 5479988
5482419 5482419
5483962 5483962
5490075 5490075
5492390 5492390
5492534 5492534
5494190 5494190
5494334 5494334
5495474 5495474
5496792 5496792
5501184 5501184
5506782 5506782
5507512 5507512
5507929 5507929
5510025 5510025
5510067 5510067
5517930 5517930
5520818 5520818
5523653 5523653
5524140 5524140
5525778 5525778
5526568 5526568
5526973 5526973
5532106 5532106
5533812 5533812
5541054 5541054
5543421 5543421
5545381 5545381
5554554 5554554
5555311 5555311
5560046 5560046
5560674 5560674
5563207 5563207
5569453 5569453
5576797 5576797
5585625 5585625
5586579 5586579
5588032 5588032
5590777 5590777
5591751 5591751
5592568 5592568
5600859 5600859
5602443 5602443
5602530 5602530
5606638 5606638
5606927 5606927
5608451 5608451
5610750 5610750
5610932 5610932
5611463 5611463
5611706 5611706
5616140 5616140
5616290 5616290
5625641 5625641
5629826 5629826
5633081 5633081
5634978 5634978
5641487 5641487
5641946 5641946
5642571 5642571
5646738 5646738
5648226 5648226
5650554 5650554
5653978 5653978
5654800 5654800
5655140 5655140
5661460 5661460
5664000 5664000
5666341 5666341
5666950 5666950
